83900,145878,187697,224259,241071,265961,273562,293327,287448,301250,300403,306923,296728,310013,291871,306296
138695,223590,267484,291179,290073,296871,294847,299765,264038,270272,267627,270436,266919,272937,259002,270474
184286,269759,278497,294305,286446,282806,286105,286334,239451,244970,242402,245075,237326,246130,235201,241692
207235,269199,269104,282809,266960,253333,259883,267016,208947,210749,206324,226472,218267,220806,209700,219365
242520,285885,282739,276715,284108,259892,264226,259520,203001,209993,201716,203031,200333,203320,194902,199785
242848,286095,278356,285543,271697,255754,254029,254960,187568,190801,187059,190383,184169,187913,178671,179811
264495,288172,283671,281732,267364,247478,243271,239938,176926,181031,172764,177458,171218,172212,162849,166140
277830,287649,280262,283333,258907,237204,229134,234953,165666,168134,161269,165729,158527,160906,152455,157707
273699,279591,274292,272580,254254,224366,225549,224266,156236,158281,151164,154226,148553,152044,144595,150629
261965,274571,272289,267316,247747,215412,219732,215434,147052,149445,142417,143191,141869,145601,139856,145232
